id,name,text,genres,cast_names,year
1168,Into the Woods,"Title: Into the Woods. Movie: Into the Woods. Into the Woods. Release year: 2014. Genres: Fantasy, Comedy, Music. This is a Fantasy, Comedy, Music story. Overview: A witch tasks a childless baker and his wife with procuring magical items from classic fairy tales to reverse the curse put on their family tree.","['Fantasy', 'Comedy', 'Music']",[],2014
1169,Inside Man,"Title: Inside Man. Movie: Inside Man. Inside Man. Release year: 2006. Genres: Crime, Drama, Thriller. This is a Crime, Drama, Thriller story. Overview: A police detective, a bank robber and a high-power broker enter high-stakes negotiations after the criminal's brilliant heist spirals into a hostage situation.","['Crime', 'Drama', 'Thriller']",[],2006
1170,Payback,"Title: Payback. Movie: Payback. Payback. Release year: 1999. Genres: Drama, Action, Thriller, Crime. This is a Drama, Action, Thriller, Crime story. Overview: With friends like these, who needs enemies? That's the question bad guy Porter is left asking after his wife and partner steal his heist money and leave him for dead -- or so they think. Five months and an endless reservoir of bitterness later, Porter's partners and the crooked cops on his tail learn how bad payback can be.","['Drama', 'Action', 'Thriller', 'Crime']",[],1999
1171,Congo,"Title: Congo. Movie: Congo. Congo. Release year: 1995. Genres: Action, Adventure, Drama, Mystery, Science Fiction, Thriller. This is a Action, Adventure, Drama, Mystery, Science Fiction, Thriller story. Overview: Eight people embark on an expedition into the Congo, a mysterious expanse of unexplored Africa where human greed and the laws of nature have gone berserk. When the thrill-seekers -- some with ulterior motives -- stumble across a race of killer apes.","['Action', 'Adventure', 'Drama', 'Mystery', 'Science Fiction', 'Thriller']",[],1995
1172,We Bought a Zoo,"Title: We Bought a Zoo. Movie: We Bought a Zoo. We Bought a Zoo. Release year: 2011. Genres: Drama, Comedy, Family. This is a Drama, Comedy, Family story. Overview: Set in Southern California, a father moves his young family to the countryside to renovate and re-open a struggling zoo.","['Drama', 'Comedy', 'Family']",[],2011
1173,Knowing,"Title: Knowing. Movie: Knowing. Knowing. Release year: 2009. Genres: Action, Adventure, Drama, Mystery, Science Fiction, Thriller. This is a Action, Adventure, Drama, Mystery, Science Fiction, Thriller story. Overview: M.I.T. professor John Koestler links a mysterious list of numbers from a time capsule to past and future disasters and sets out to prevent the ultimate catastrophe.","['Action', 'Adventure', 'Drama', 'Mystery', 'Science Fiction', 'Thriller']",[],2009
1174,Failure to Launch,"Title: Failure to Launch. Movie: Failure to Launch. Failure to Launch. Release year: 2006. Genres: Comedy. This is a Comedy story. Overview: Tripp, an attractive man in his thirties, is still living with his parents Al and Sue. Tripp's best friends Demo and Ace are also still living in their parents' homes and seem proud of it. Al and Sue are not happy, however, and are fascinated when friends whose adult son has recently moved away from home reveal they hired an expert to arrange the matter and couldn't be happier with the result.",['Comedy'],[],2006
1175,The Ring Two,"Title: The Ring Two. Movie: The Ring Two. The Ring Two. Release year: 2005. Genres: Drama, Horror, Thriller. This is a Drama, Horror, Thriller story. Overview: Six months after the incidents involving the lethal videotape, new clues prove that there is a new evil lurking in the darkness.","['Drama', 'Horror', 'Thriller']",[],2005
1176,"Crazy, Stupid, Love.","Title: Crazy, Stupid, Love.. Movie: Crazy, Stupid, Love.. Crazy, Stupid, Love.. Release year: 2011. Genres: Comedy, Drama, Romance. This is a Comedy, Drama, Romance story. Overview: A middle-aged husband's life changes dramatically when his wife asks him for a divorce. He seeks to rediscover his manhood with the help of a newfound friend, Jacob, learning to pick up girls at bars.","['Comedy', 'Drama', 'Romance']",[],2011
1177,Garfield,"Title: Garfield. Movie: Garfield. Garfield. Release year: 2004. Genres: Animation, Comedy, Family. This is a Animation, Comedy, Family story. Overview: Garfield, the fat, lazy, lasagna lover, has everything a cat could want. But when Jon, in an effort to impress the Liz - the vet and an old high-school crush - adopts a dog named Odie and brings him home, Garfield gets the one thing he doesn't want. Competition.","['Animation', 'Comedy', 'Family']",[],2004
1178,Christmas with the Kranks,"Title: Christmas with the Kranks. Movie: Christmas with the Kranks. Christmas with the Kranks. Release year: 2004. Genres: Comedy, Family. This is a Comedy, Family story. Overview: Luther Krank is fed up with the commerciality of Christmas; he decides to skip the holiday and go on a vacation with his wife instead. But when his daughter decides at the last minute to come home, he must put together a holiday celebration.","['Comedy', 'Family']",[],2004
1179,Moneyball,Title: Moneyball. Movie: Moneyball. Moneyball. Release year: 2011. Genres: Drama. This is a Drama story. Overview: Oakland A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players.,['Drama'],[],2011
1180,Outbreak,"Title: Outbreak. Movie: Outbreak. Outbreak. Release year: 1995. Genres: Action, Drama, Science Fiction, Thriller. This is a Action, Drama, Science Fiction, Thriller story. Overview: A team of Army doctors struggle to find a cure for the deadly Motaba virus that was transported from Africa to North America by a white-headed Capuchin monkey and is now spreading quickly throughout a small California town.","['Action', 'Drama', 'Science Fiction', 'Thriller']",[],1995
1181,Non-Stop,"Title: Non-Stop. Movie: Non-Stop. Non-Stop. Release year: 2014. Genres: Action, Thriller, Mystery. This is a Action, Thriller, Mystery story. Overview: An air marshal springs into action during a transatlantic flight after receiving a series of text messages demanding $150 million into an off-shore account, or someone will die every 20 minutes.","['Action', 'Thriller', 'Mystery']",[],2014
1182,Race to Witch Mountain,"Title: Race to Witch Mountain. Movie: Race to Witch Mountain. Race to Witch Mountain. Release year: 2009. Genres: Adventure, Family, Fantasy, Science Fiction, Thriller, Action. This is a Adventure, Family, Fantasy, Science Fiction, Thriller, Action story. Overview: A taxi driver gets more than he bargained for when he picks up two teen runaways. Not only does the pair possess supernatural powers, but they're also trying desperately to escape people who have made them their targets.","['Adventure', 'Family', 'Fantasy', 'Science Fiction', 'Thriller', 'Action']",[],2009
1183,V for Vendetta,"Title: V for Vendetta. Movie: V for Vendetta. V for Vendetta. Release year: 2006. Genres: Action, Thriller, Fantasy. This is a Action, Thriller, Fantasy story. Overview: A documentary about the background and making of for the movie V for Vendetta.","['Action', 'Thriller', 'Fantasy']",[],2006
1184,Shanghai Knights,"Title: Shanghai Knights. Movie: Shanghai Knights. Shanghai Knights. Release year: 2003. Genres: Action, Adventure, Comedy, Western. This is a Action, Adventure, Comedy, Western story. Overview: The dynamic duo of Chon Wang and Roy O'Bannon return for another crazy adventure. This time, they're in London to avenge the murder of Chon's father, but end up on an even bigger case. Chon's sister is there to do the same, but instead unearths a plot to kill the royal family. No one believes her, though, and it's up to Chon and Roy (who has romance on his mind) to prove her right.","['Action', 'Adventure', 'Comedy', 'Western']",[],2003
1185,Curious George,"Title: Curious George. Movie: Curious George. Curious George. Release year: 2006. Genres: Adventure, Animation, Comedy, Family. This is a Adventure, Animation, Comedy, Family story. Overview: When The Man in the Yellow Hat befriends Curious George in the jungle, they set off on a non-stop, fun-filled journey through the wonders of the big city toward the warmth of true friendship.","['Adventure', 'Animation', 'Comedy', 'Family']",[],2006
1186,Herbie Fully Loaded,"Title: Herbie Fully Loaded. Movie: Herbie Fully Loaded. Herbie Fully Loaded. Release year: 2005. Genres: Comedy, Family, Adventure, Fantasy, Romance. This is a Comedy, Family, Adventure, Fantasy, Romance story. Overview: Maggie Peyton, the new owner of Number 53 - the free-wheelin' Volkswagen bug with a mind of its own - puts the car through its paces on the road to becoming a NASCAR competitor.","['Comedy', 'Family', 'Adventure', 'Fantasy', 'Romance']",[],2005
1187,Don't Say a Word,"Title: Don't Say a Word. Movie: Don't Say a Word. Don't Say a Word. Release year: 2001. Genres: Thriller. This is a Thriller story. Overview: When the daughter of a psychiatrist is kidnapped, he's horrified to discover that the abductors' demand is that he break through to a post traumatic stress disorder suffering young woman who knows a secret..",['Thriller'],[],2001
1188,Hansel & Gretel: Witch Hunters,"Title: Hansel & Gretel: Witch Hunters. Movie: Hansel & Gretel: Witch Hunters. Hansel & Gretel: Witch Hunters. Release year: 2013. Genres: Fantasy, Horror, Action. This is a Fantasy, Horror, Action story. Overview: Brother/sister duo Hansel and Gretel are professional witch-hunters who help innocent villagers. One day they stumble upon a case that could hold the key to their past.","['Fantasy', 'Horror', 'Action']",[],2013
1189,Unfaithful,"Title: Unfaithful. Movie: Unfaithful. Unfaithful. Release year: 2002. Genres: Thriller, Drama. This is a Thriller, Drama story. Overview: Connie is a wife and mother whose 11-year marriage to Edward has lost its sexual spark. When Connie literally runs into handsome book collector Paul, he sweeps her into an all-consuming affair. But Edward soon becomes suspicious and decides to confront the other man.","['Thriller', 'Drama']",[],2002
1190,I Am Number Four,"Title: I Am Number Four. Movie: I Am Number Four. I Am Number Four. Release year: 2011. Genres: Action, Thriller, Science Fiction, Adventure. This is a Action, Thriller, Science Fiction, Adventure story. Overview: Aliens and their Guardians are hiding on Earth from intergalactic bounty hunters. They can only be killed in numerical order, and Number Four is next on the list. This is his story.","['Action', 'Thriller', 'Science Fiction', 'Adventure']",[],2011
1191,Syriana,"Title: Syriana. Movie: Syriana. Syriana. Release year: 2005. Genres: Drama, Thriller. This is a Drama, Thriller story. Overview: The Middle Eastern oil industry is the backdrop of this tense drama, which weaves together numerous story lines. Bennett Holiday is an American lawyer in charge of facilitating a dubious merger of oil companies, while Bryan Woodman, a Switzerland-based energy analyst, experiences both personal tragedy and opportunity during a visit with Arabian royalty. Meanwhile, veteran CIA agent Bob Barnes uncovers an assassination plot with unsettling origins.","['Drama', 'Thriller']",[],2005
1192,13 Hours: The Secret Soldiers of Benghazi,"Title: 13 Hours: The Secret Soldiers of Benghazi. Movie: 13 Hours: The Secret Soldiers of Benghazi. 13 Hours: The Secret Soldiers of Benghazi. Release year: 2016. Genres: Action, Drama, History, Thriller, War. This is a Action, Drama, History, Thriller, War story. Overview: During an attack on a U.S. compound in Libya, a security team struggles to make sense out of the chaos.","['Action', 'Drama', 'History', 'Thriller', 'War']",[],2016
1193,The Book of Life,"Title: The Book of Life. Movie: The Book of Life. The Book of Life. Release year: 2014. Genres: Romance, Animation, Adventure, Comedy, Family, Fantasy. This is a Romance, Animation, Adventure, Comedy, Family, Fantasy story. Overview: Manolo, a young man who is torn between fulfilling the expectations of his family and following his heart, embarks on an adventure that spans three fantastic worlds where he must face his greatest fears.","['Romance', 'Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",[],2014
1194,Firewall,"Title: Firewall. Movie: Firewall. Firewall. Release year: 2006. Genres: Thriller. This is a Thriller story. Overview: State-of-the-art security system creator, Jack Stanfield has cemented his reputation as a man who's thought of everything. But when a criminal finds a way into Jack's personal life, everything Jack holds dear is suddenly at stake.",['Thriller'],[],2006
1195,Absolute Power,"Title: Absolute Power. Movie: Absolute Power. Absolute Power. Release year: 1997. Genres: Crime, Drama, Thriller. This is a Crime, Drama, Thriller story. Overview: A master thief coincidentally is robbing a house where a murder in which the President of The United States is involved occurs in front of his eyes. He is forced to run yet may hold evidence that could convict the President. A political thriller from and starring Clint Eastwood and based on a novel by David Baldacci.","['Crime', 'Drama', 'Thriller']",[],1997
1196,G.I. Jane,"Title: G.I. Jane. Movie: G.I. Jane. G.I. Jane. Release year: 1997. Genres: Action, Drama. This is a Action, Drama story. Overview: A female Senator succeeds in enrolling a woman into Combined Reconnaissance Team training where everyone expects her to fail.","['Action', 'Drama']",[],1997
1197,The Game,"Title: The Game. Movie: The Game. The Game. Release year: 1997. Genres: Drama, Thriller, Mystery. This is a Drama, Thriller, Mystery story. Overview: A mysterious game invades a man's ordered existence.","['Drama', 'Thriller', 'Mystery']",[],1997
1198,Silent Hill,"Title: Silent Hill. Movie: Silent Hill. Silent Hill. Release year: 2006. Genres: Horror, Mystery. This is a Horror, Mystery story. Overview: Rose Da Silva takes her adopted daughter, Sharon, to the town of Silent Hill in an attempt to cure her of her ailment. After a violent car crash, Sharon disappears and Rose begins a horrific journey to get her back.","['Horror', 'Mystery']",[],2006
1199,The Replacements,"Title: The Replacements. Movie: The Replacements. The Replacements. Release year: 2000. Genres: Comedy. This is a Comedy story. Overview: Maverick old-guard coach Jimmy McGinty is hired in the wake of a players' strike to help the Washington Sentinels advance to the playoffs. But that impossible dream hinges on whether his replacements can hunker down and do the job. So, McGinty dusts off his secret dossier of ex-players who never got a chance (or screwed up the one they were given) and knits together a bad-dream team of guys who just may give the Sentinels their title shot.",['Comedy'],[],2000
1200,American Reunion,"Title: American Reunion. Movie: American Reunion. American Reunion. Release year: 2012. Genres: Comedy. This is a Comedy story. Overview: Jim, Michelle, Stifler, and their friends reunite in East Great Falls, Michigan for their high school reunion.",['Comedy'],[],2012
1201,The Negotiator,"Title: The Negotiator. Movie: The Negotiator. The Negotiator. Release year: 1998. Genres: Action, Adventure, Crime, Drama, Mystery, Thriller. This is a Action, Adventure, Crime, Drama, Mystery, Thriller story. Overview: The police try to arrest expert hostage negotiator Danny Roman, who insists he's being framed for his partner's murder in what he believes is an elaborate conspiracy. Thinking there's evidence in the Internal Affairs offices that might clear him, he takes everyone in the office hostage and demands that another well-known negotiator be brought in to handle the situation and secretly investigate the conspiracy.","['Action', 'Adventure', 'Crime', 'Drama', 'Mystery', 'Thriller']",[],1998
1202,Into the Storm,"Title: Into the Storm. Movie: Into the Storm. Into the Storm. Release year: 2014. Genres: Action, Thriller. This is a Action, Thriller story. Overview: The town of Silverton is in one day destroyed by the unprecedented power of a series of tornadoes. The population is at the mercy of the unpredictable and deadly cyclones, while hunters warn that the worst is yet to come. Most people find shelter, but some just go to the tornado for that one, unique shot.","['Action', 'Thriller']",[],2014
1203,Beverly Hills Cop III,"Title: Beverly Hills Cop III. Movie: Beverly Hills Cop III. Beverly Hills Cop III. Release year: 1994. Genres: Action, Comedy, Crime. This is a Action, Comedy, Crime story. Overview: Back in sunny southern California and on the trail of two murderers, Axel Foley again teams up with LA cop Billy Rosewood. Soon, they discover that an amusement park is being used as a front for a massive counterfeiting ring – and it's run by the same gang that shot Billy's boss.","['Action', 'Comedy', 'Crime']",[],1994
1204,Gremlins 2: The New Batch,"Title: Gremlins 2: The New Batch. Movie: Gremlins 2: The New Batch. Gremlins 2: The New Batch. Release year: 1990. Genres: Comedy, Horror, Fantasy. This is a Comedy, Horror, Fantasy story. Overview: The Gremlins are back, and this time, they've taken control of a New York City media mogul's high-tech skyscraper.","['Comedy', 'Horror', 'Fantasy']",[],1990
1205,The Judge,"Title: The Judge. Movie: The Judge. The Judge. Release year: 2014. Genres: Drama. This is a Drama story. Overview: Big-city lawyer Hank Palmer returns to his childhood home where his father, the town's judge, is suspected of murder. Hank sets out to discover the truth; along the way he reconnects with his estranged family.",['Drama'],[],2014
1206,The Peacemaker,"Title: The Peacemaker. Movie: The Peacemaker. The Peacemaker. Release year: 1997. Genres: Action, Thriller. This is a Action, Thriller story. Overview: When a train carrying atomic warheads mysteriously crashes in the former Soviet Union, a nuclear specialist discovers the accident is really part of a plot to cover up the theft of the weapons. Assigned to help her recover the missing bombs is a crack Special Forces Colonel.","['Action', 'Thriller']",[],1997
1207,Resident Evil: Apocalypse,"Title: Resident Evil: Apocalypse. Movie: Resident Evil: Apocalypse. Resident Evil: Apocalypse. Release year: 2004. Genres: Horror, Action, Science Fiction. This is a Horror, Action, Science Fiction story. Overview: Alice wakes up in the Raccoon City hospital after the area has been overrun by zombies, and must now make it out of the city before a nuclear bomb is dropped.","['Horror', 'Action', 'Science Fiction']",[],2004
1208,Bridget Jones: The Edge of Reason,"Title: Bridget Jones: The Edge of Reason. Movie: Bridget Jones: The Edge of Reason. Bridget Jones: The Edge of Reason. Release year: 2004. Genres: Comedy, Romance. This is a Comedy, Romance story. Overview: Bridget Jones is becoming uncomfortable in her relationship with Mark Darcy. Apart from discovering that he's a conservative voter, she has to deal with a new boss, a strange contractor and the worst vacation of her life.","['Comedy', 'Romance']",[],2004
1209,Out of Time,"Title: Out of Time. Movie: Out of Time. Out of Time. Release year: 2003. Genres: Thriller, Crime, Drama. This is a Thriller, Crime, Drama story. Overview: Matt Lee Whitlock, respected chief of police in small Banyan Key, Florida, must solve a vicious double homicide before he himself falls under suspicion. Matt Lee has to stay a few steps ahead of his own police force and everyone he's trusted in order to find out the truth.","['Thriller', 'Crime', 'Drama']",[],2003
1210,On Deadly Ground,"Title: On Deadly Ground. Movie: On Deadly Ground. On Deadly Ground. Release year: 1994. Genres: Action, Thriller. This is a Action, Thriller story. Overview: Forrest Taft is an environmental agent who works for the Aegis Oil Company in Alaska. Aegis Oil's corrupt CEO, Michael Jennings, is the kind of person who doesn't care whether or not oil spills into the ocean or onto the land, just as long as it's making money for him.","['Action', 'Thriller']",[],1994
1211,The Adventures of Sharkboy and Lavagirl,"Title: The Adventures of Sharkboy and Lavagirl. Movie: The Adventures of Sharkboy and Lavagirl. The Adventures of Sharkboy and Lavagirl. Release year: 2005. Genres: Adventure, Family, Science Fiction. This is a Adventure, Family, Science Fiction story. Overview: Everyone always knew that Max had a wild imagination, but no one believed that his wildest creations -- a boy raised by watchful great white sharks and a girl with the force of a volcano -- were real. Now, these two pint-sized action masters will show Max that even an ordinary kid has what it takes to be extraordinary.","['Adventure', 'Family', 'Science Fiction']",[],2005
1212,The Beach,"Title: The Beach. Movie: The Beach. The Beach. Release year: 2000. Genres: Drama, Adventure, Romance, Thriller. This is a Drama, Adventure, Romance, Thriller story. Overview: On vacation in Thailand, Richard sets out for an island rumored to be a solitary beach paradise.","['Drama', 'Adventure', 'Romance', 'Thriller']",[],2000
1213,Raising Helen,"Title: Raising Helen. Movie: Raising Helen. Raising Helen. Release year: 2004. Genres: Drama, Comedy, Romance. This is a Drama, Comedy, Romance story. Overview: Helen Harris has a glamorous, big-city life working for one of New York's hottest modeling agencies. But suddenly her free-spirited life gets turned upside down when she must chose between the life she's always loved, and the new loves of her life!","['Drama', 'Comedy', 'Romance']",[],2004
1214,Ninja Assassin,"Title: Ninja Assassin. Movie: Ninja Assassin. Ninja Assassin. Release year: 2009. Genres: Action, Crime, Thriller. This is a Action, Crime, Thriller story. Overview: Ninja Assassin follows Raizo (Rain), one of the deadliest assassins in the world. Taken from the streets as a child, he was transformed into a trained killer by the Ozunu Clan, a secret society whose very existence is considered a myth. But haunted by the merciless execution of his friend by the Clan, Raizo breaks free from them and vanishes. Now he waits, preparing to exact his revenge.","['Action', 'Crime', 'Thriller']",[],2009
1215,For Love of the Game,"Title: For Love of the Game. Movie: For Love of the Game. For Love of the Game. Release year: 1999. Genres: Drama, Romance. This is a Drama, Romance story. Overview: A baseball legend almost finished with his distinguished career at the age of forty has one last chance to prove who he is, what he is capable of, and win the heart of the woman he has loved for the past four years.","['Drama', 'Romance']",[],1999
1216,Striptease,"Title: Striptease. Movie: Striptease. Striptease. Release year: 1996. Genres: Drama, Thriller, Crime. This is a Drama, Thriller, Crime story. Overview: Bounced from her job, Erin Grant needs money if she's to have any chance of winning back custody of her child. But, eventually, she must confront the naked truth: to take on the system, she'll have to take it all off. Erin strips to conquer, but she faces unintended circumstances when a hound dog of a Congressman zeroes in on her and sharpens the shady tools at his fingertips, including blackmail and murder.","['Drama', 'Thriller', 'Crime']",[],1996
1217,Marmaduke,"Title: Marmaduke. Movie: Marmaduke. Marmaduke. Release year: 2010. Genres: Family, Comedy. This is a Family, Comedy story. Overview: When Phil and Debbie Winslow relocate from their native Kansas to the sunny climes of Orange County, their big-hearted, havoc-wreaking Great Dane gets a taste of the dog's life, California-style.","['Family', 'Comedy']",[],2010
1218,Hereafter,"Title: Hereafter. Movie: Hereafter. Hereafter. Release year: 2010. Genres: Drama, Fantasy. This is a Drama, Fantasy story. Overview: A supernatural thriller centered on three people -- a blue-collar American, a French journalist and a London school boy -- who are touched by death in different ways.","['Drama', 'Fantasy']",[],2010
1219,Murder by Numbers,"Title: Murder by Numbers. Movie: Murder by Numbers. Murder by Numbers. Release year: 2002. Genres: Crime, Drama, Thriller. This is a Crime, Drama, Thriller story. Overview: Tenacious homicide detective Cassie Mayweather and her still-green partner are working a murder case, attempting to profile two malevolently brilliant young men: cold, calculating killers whose dark secrets might explain their crimes.","['Crime', 'Drama', 'Thriller']",[],2002
1220,Assassins,"Title: Assassins. Movie: Assassins. Assassins. Release year: 1995. Genres: Action, Adventure, Crime, Thriller. This is a Action, Adventure, Crime, Thriller story. Overview: Assassin Robert Rath arrives at a funeral to kill a prominent mobster, only to witness a rival hired gun complete the job for him -- with grisly results. Horrified by the murder of innocent bystanders, Rath decides to take one last job and then return to civilian life. But finding his way out of the world of contract killing grows ever more dangerous as Rath falls for his female target and becomes a marked man himself.","['Action', 'Adventure', 'Crime', 'Thriller']",[],1995
1221,Hannibal Rising,"Title: Hannibal Rising. Movie: Hannibal Rising. Hannibal Rising. Release year: 2007. Genres: Crime, Drama, Thriller. This is a Crime, Drama, Thriller story. Overview: The story of the early, murderous roots of the cannibalistic killer, Hannibal Lecter – from his hard-scrabble Lithuanian childhood, where he witnesses the repulsive lengths to which hungry soldiers will go to satiate themselves, through his sojourn in France, where as a med student he hones his appetite for the kill.","['Crime', 'Drama', 'Thriller']",[],2007
1222,The Story of Us,"Title: The Story of Us. Movie: The Story of Us. The Story of Us. Release year: 1999. Genres: Comedy, Drama, Romance. This is a Comedy, Drama, Romance story. Overview: Ben and Katie Jordan are a married couple who go through hard times in fifteen years of marriage.","['Comedy', 'Drama', 'Romance']",[],1999
1223,The Host,"Title: The Host. Movie: The Host. The Host. Release year: 2013. Genres: Action, Adventure, Romance, Science Fiction, Thriller. This is a Action, Adventure, Romance, Science Fiction, Thriller story. Overview: When an unseen enemy threatens mankind by taking over their bodies and erasing their memories, Melanie Stryder risks everything to protect the people she cares about.","['Action', 'Adventure', 'Romance', 'Science Fiction', 'Thriller']",[],2013
1224,Basic,"Title: Basic. Movie: Basic. Basic. Release year: 2003. Genres: Action, Drama, Mystery, Thriller, Crime. This is a Action, Drama, Mystery, Thriller, Crime story. Overview: A DEA agent investigates the disappearance of a legendary Army ranger drill sergeant and several of his cadets during a training exercise gone severely awry.","['Action', 'Drama', 'Mystery', 'Thriller', 'Crime']",[],2003
1225,Blood Work,"Title: Blood Work. Movie: Blood Work. Blood Work. Release year: 2002. Genres: Crime, Drama, Mystery, Thriller. This is a Crime, Drama, Mystery, Thriller story. Overview: Still recovering from a heart transplant, a retired FBI profiler returns to service when his own blood analysis offers clues to the identity of a serial killer.","['Crime', 'Drama', 'Mystery', 'Thriller']",[],2002
1226,The International,"Title: The International. Movie: The International. The International. Release year: 2009. Genres: Drama, Thriller, Crime. This is a Drama, Thriller, Crime story. Overview: An interpol agent and an attorney are determined to bring one of the world's most powerful banks to justice. Uncovering money laundering, arms trading, and conspiracy to destabilize world governments, their investigation takes them from Berlin, Milan, New York and Istanbul. Finding themselves in a chase across the globe, their relentless tenacity puts their own lives at risk.","['Drama', 'Thriller', 'Crime']",[],2009
1227,Escape from L.A.,"Title: Escape from L.A.. Movie: Escape from L.A.. Escape from L.A.. Release year: 1996. Genres: Action, Adventure, Science Fiction, Thriller. This is a Action, Adventure, Science Fiction, Thriller story. Overview: This time, a cataclysmic temblor hits Los Angeles, turning it into an island. The president views the quake as a sign from above, expels Los Angeles from the country and makes it a penal colony for those found guilty of moral crimes. When his daughter, part of a resistance movement, steals the control unit for a doomsday weapon, Snake again gets tapped to save the day.","['Action', 'Adventure', 'Science Fiction', 'Thriller']",[],1996
1228,The Iron Giant,"Title: The Iron Giant. Movie: The Iron Giant. The Iron Giant. Release year: 1999. Genres: Adventure, Animation, Family, Fantasy, Science Fiction. This is a Adventure, Animation, Family, Fantasy, Science Fiction story. Overview: A young boy befriends a giant robot from outer space that a paranoid government agent wants to destroy.","['Adventure', 'Animation', 'Family', 'Fantasy', 'Science Fiction']",[],1999
1229,The Life Aquatic with Steve Zissou,"Title: The Life Aquatic with Steve Zissou. Movie: The Life Aquatic with Steve Zissou. The Life Aquatic with Steve Zissou. Release year: 2004. Genres: Adventure, Comedy, Drama. This is a Adventure, Comedy, Drama story. Overview: Wes Anderson’s incisive quirky comedy build up stars complex characters like in ‘The Royal Tenenbaums’ with Bill Murray on in the leading role. An ocean adventure documentary film maker Zissou is put in all imaginable life situations and a tough life crisis as he attempts to make a new film about capturing the creature that caused him pain.","['Adventure', 'Comedy', 'Drama']",[],2004
1230,Free State of Jones,"Title: Free State of Jones. Movie: Free State of Jones. Free State of Jones. Release year: 2016. Genres: War, Action, Drama, History, Thriller. This is a War, Action, Drama, History, Thriller story. Overview: In 1863, Mississippi farmer Newt Knight serves as a medic for the Confederate Army. Opposed to slavery, Knight would rather help the wounded than fight the Union. After his nephew dies in battle, Newt returns home to Jones County to safeguard his family but is soon branded an outlaw deserter. Forced to flee, he finds refuge with a group of runaway slaves hiding out in the swamps. Forging an alliance with the slaves and other farmers, Knight leads a rebellion that would forever change history.","['War', 'Action', 'Drama', 'History', 'Thriller']",[],2016
1231,The Life of David Gale,"Title: The Life of David Gale. Movie: The Life of David Gale. The Life of David Gale. Release year: 2003. Genres: Drama, Thriller, Crime. This is a Drama, Thriller, Crime story. Overview: A man against capital punishment is accused of murdering a fellow activist and is sent to death row.","['Drama', 'Thriller', 'Crime']",[],2003
1232,Man of the House,"Title: Man of the House. Movie: Man of the House. Man of the House. Release year: 2005. Genres: Comedy, Action. This is a Comedy, Action story. Overview: Texas Ranger Roland Sharp is assigned to protect the only witnesses to the murder of a key figure in the prosecution of a drug kingpin -- a group of University of Texas cheerleaders. Sharp must now go undercover as an assistant cheerleading coach and move in with the young women.","['Comedy', 'Action']",[],2005
1233,Run All Night,"Title: Run All Night. Movie: Run All Night. Run All Night. Release year: 2015. Genres: Action, Crime, Drama, Mystery, Thriller. This is a Action, Crime, Drama, Mystery, Thriller story. Overview: Mobster and hit man Jimmy Conlon has one night to figure out where his loyalties lie: with his estranged son, Mike, whose life is in danger, or his longtime best friend, mob boss Shawn Maguire, who wants Mike to pay for the death ...","['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",[],2015
1234,Eastern Promises,"Title: Eastern Promises. Movie: Eastern Promises. Eastern Promises. Release year: 2007. Genres: Thriller, Crime, Mystery. This is a Thriller, Crime, Mystery story. Overview: A teenager who dies during childbirth leaves clues in her journal that could tie her child to a rape involving a violent Russian mob family.","['Thriller', 'Crime', 'Mystery']",[],2007
1235,Into the Blue,"Title: Into the Blue. Movie: Into the Blue. Into the Blue. Release year: 2005. Genres: Action, Thriller, Adventure, Crime. This is a Action, Thriller, Adventure, Crime story. Overview: When they take some friends on an extreme sport adventure, the last thing Jared and Sam expect to see below the shark-infested waters is a legendary pirate ship rumored to contain millions of dollars in gold. But their good fortune is short-lived, as a ruthless gang of criminals gets word of what they have uncovered.","['Action', 'Thriller', 'Adventure', 'Crime']",[],2005
1236,The Messenger: The Story of Joan of Arc,"Title: The Messenger: The Story of Joan of Arc. Movie: The Messenger: The Story of Joan of Arc. The Messenger: The Story of Joan of Arc. Release year: 1999. Genres: Adventure, Drama, Action, History, War. This is a Adventure, Drama, Action, History, War story. Overview: In 1429 a teenage girl from a remote French village stood before her King with a message she claimed came from God; that she would defeat the world's greatest army and liberate her country from its political and religious turmoil. Following her mission to reclaim god's dimished kingdom - through her amazing victories until her violent and untimely death.","['Adventure', 'Drama', 'Action', 'History', 'War']",[],1999
1237,Your Highness,"Title: Your Highness. Movie: Your Highness. Your Highness. Release year: 2011. Genres: Comedy. This is a Comedy story. Overview: A fantasy movie about an arrogant, lazy prince and his more heroic brother who must complete a quest in order to save their father's kingdom.",['Comedy'],[],2011
1238,Dream House,"Title: Dream House. Movie: Dream House. Dream House. Release year: 2011. Genres: Drama, Thriller, Mystery. This is a Drama, Thriller, Mystery story. Overview: Publisher, Will Atenton quits a lucrative job in New York to relocate his wife, Libby and their daughters to a quaint town in New England. However, as they settle into their home the Atentons discover that a woman and her children were murdered there, and the surviving husband is the town's prime suspect. With help from a neighbor who was close to the murdered family, Will pieces together a horrifying chain of events.","['Drama', 'Thriller', 'Mystery']",[],2011
